label,tweet,sentiment
happy,sekarang ku mengerti dulu waktu kuliah dipaksa lembur begadang demi tugas itu semata2 buat nyiapin lu lembur begadang kayak quda demi pekerjaan kelar on time ok lesson learned honey,pos
happy,terkadang untuk mendapatkan hal hal tertentu [not] membutuhkan persetujuan dari pihak manapun bismillahirrahmanirrahim,pos
sadness, [not] pernah membohongi mereka yang mempercayai kamu sebaliknya [not] percaya kepada mereka yang berbohong ke kamu pertanyaannya kalau aku lugu bagaimana dong kak aku enggak tahu dia bohong apa enggak,neg
love,tante kiref tante aktif juga aku sering lihat tante muncul di grup sering mengasih kita makan perhatian dong sudah pasti semangat terus ya tante sehat terus aku sayang tante,pos
love,tersulah seperti itu yang ku mau darimu saat ini kau berkata jujur saja tentang cinta yang sengaja kau bungkus dengan amarah [not] kah kau telah berhasil mengalahkanku saat pertama kali aku jatuh cinta pada senyummu itu terakhir izinkan aku meminjamnya sekali lagi [username],pos
sadness,innalillahi wa inna ilaihi raji un mohon doanya teman-teman ayahnya [username] barusan saja meninggal semoga diampuni segala dosa2nya dan keluarganya di beri keikhlasan dan kekuatan amin ya rabbalallaamiin,neg
fear,ayahku mau ke bali dan tadi aku kabarin tentang ini terus ayah bilang kalo ayah wafat doain ya blabla sumpah aku jadi [not] ut banget sama yang namanya meninggal,neg
fear,dilema banget anjir mau kentut tapi [not] ut yang keluar gakcuma gas mau berak tapi enggak mules,neg
love,karena manusia tadi saya belajar apa yang ia sukai saya belajar menjadi gamer si hacking psycologhy tricky memperdalam anime menggambar itu ect [not] cuma itu saya merubah sikap derjat serta gaya berpakaian saya di sekolah,pos
sadness,kamu ah aku benci semuanya [neg],neg
love,halo sayang siang ya semangat kerjanya [not] lupa makan makanan yang sudah aku bawain kalo capek istirahat saja dulu sebentar baru lanjut kerja lagi me love you [not] much,pos
love,[username] centil repot habis enggak tau malu cerewet parah teman usil koki terbaik sepanjang masa yang paling sayang sama aku yang bela membela nganter kesana kemari dan hal lain yang enggak bisa diungkapkan dengan kata kata wkwk,pos
love,kasih sayang yang ibu berikan [not] harta yang melimpah [not] pula rumah yang mewah namun hanya doa tulus dari hati agar senyummu tetap merona sepanjang hidup yang kau jalani nak [url],pos
sadness,diyana sakid hati ia menggerogoti pensil untuk menghilangkan kesedihannha,neg
sadness,jadi certnya kemarin pas ibdah ada kesaksian sih ibu sudah berkali2 di selingkuhi sama suaminya dan sih ibu tetap sabar awlnya saya pkir bodo amat ya dislngkuhin berkali2 tetap diam,neg
love,risha sayang mas imbuhnya kemudian mendaratkan kecupan singkat di atas bibir arsya dan setelah menarik diri arisha mengulum senyum dan buru buru bersiap untuk pergi,pos
happy,pak [username] sudah di pastikan akan terpilih kembali di pilpres pesaing nya saat ini hanya proses demokrasi saja agar dapat berjalan dengan baik percaya diri bures,pos
happy,go seung jae sama song hyeri kapan jadiannya nih gue menunggu kepo juga sama ending hubungan mereka huhu padahal seung jae munculnya cuma bentaran doang tapi berhasil merebut atensiku dari mas choi myeong ho yang ganteng,pos
fear,ini mbak sekarang orang lagi hobi bongkar2 twitt lama [neg] gue kadang sampai [not] ut speakup cuman karena kepikiran adakah twitt gue dulu2 brppun itu ada yang sempat nyinggung orang,neg
happy,saat itulah gue menyadari kekuatan emak dalam mendoakan anaknya dia memang pengin salah satu anaknya diranah kesehatan mungkin doa gue lebih manjur daripada beliau jadi gue keterima di ekonomi dan meninggalkan poltekkes bekos gabetah for some reasons,pos
fear,sobatkenthel di duren sawit bilang bikin saja indomie sante bae tapi lalu saya dengan bodohnya scroll timeline dan menemukan foto pocong dan suzanna yang membuat saya [not] ut ke dapur [neg],neg
sadness,di bulan ramadhan semoga o [not] gue nyantol sama permendikbud2 dkk kurtilas ih kurtilas ternyata seperti ini [url],neg
happy,dengan berbeda suku dan agama marilah kita jaga persatuan persaudaraan kita [not] sampai adanya pemilihan presiden dan bupati kita terpecah belah [not] sampai karena itu kita [not] saling menyapa kita harus tetap bersatu padu [neg] [username] [neg],pos
sadness,watch this ini yang sulit aku bahasakan ke tman2 pergerakan inti nya pandang cadar sebagai pilihan terlepas dia cocok dengan budaya kita atau [not] karena kita muslim ah ini toleransi [url],neg
love,tatkala semesta menciut menjadi seso [not] makhluk tatkala seso [not] makhluk meluas bahkan sampai menjangkau tuhan maka itulah cinta,pos
happy,kalian kerja qeras bagay quda banget ya buat kambek kali ini t t baiklah besok2 streaming melon sama mv nya lebih semangaaatttzzzsss yaaaaa [username],pos
happy,happy wedding elizasekar semoga langgeng sampai kakek nenek,pos
fear,aku lebih [not] ut sama manusia daripada sama setan enggak pernah ada setan kemanusiaan tapi kalo manusia kesetanan banyak bahkan seram habis,neg
fear,[username] tapi memang jadi keeengganan untuk memulai interaksi yang baru ataupun kembali berinteraksi dengan yang sobat lama yang baru nanti [not] ut dia ngecounter semua yang lama [not] utnya sudah berubah jadi counter total dari yang dulu [neg],neg
fear,asli parno banget kebangun ada bunyi2 dekat telinga dan ada yang nonjol begitu di balik gorden,neg
love,sebenci bencinya kau terhadap sikap keras dan menyebalkanmu sendiri saya adalah orang yang rela menukarkan banyak singgahnya hanya untuk cepat cepat bisa rebah di samping tubuhmu lalu memelukmu dan berkata kamu bisa jadi apa saja dan saya akan tetap cinta,pos
sadness,[username] enggak perlu bang karni yang perlu di buka sekarang adalah kasus2 pelanggaran ham seperti penculikan dan pembunuhan mahasiswa di era orde baru,neg
sadness,[username] iya kali ya cikk apalagi kaya be [not] yang mau pemadaman hmm byasanya kan kalo deh mepet enggak ada air ataupun listrik ke kos lu ya huhuuu,neg
happy,kuliner yang lagi hitz di yogyakarta namanya ceplukan jaman masih kecil tahun an suka mencari ceplukan di kebun setelah hampir tahun makan buah ini lagi viva lah ceplukan [url],pos
love,hueee sayang guaaa kok jadi melow begini sih love lu aaahhhh cinta [not] much gue beruntung sih bisa jumpa sama lu my sweetie,pos
love,alhamdulillah sayang [username] enggak sia2 ya beberapa bulan ini aku ambekin kalo males2an aku kejar2 terus biar cepat kelar saha [not] akan mengkhianati hasil rite one step closeri love you cayanggg,pos
sadness,bagi rapot itu batin haha misalnya nih indikator kepercayaan diri teman kecil perlu dibimbing lebih baik lagi di satu sisi ini jadi pengingat dan cam [not] kalo aku pun krisis kepercayaan diri hehe,neg
fear,iya kalo kita [not] lulus terus ada begituan ngeri anjir apalagi ditanya soal kimia fisika matematika,neg
happy,tahun ini kayanya pada nya young suka mengasih kado ultah paling special karena series njtw bakal lanjut di season ke dan kalo gue enggak salah ini bakal jadi comeback nya kyuhyun habis wamil chukae,pos
fear,punya trauma minum air galon mungkin gara-gara itu air galon kepapr sinar matahari secara langsung se [not] kebeli sama ibu mangkanya berubah rasa dan pas gue minum guenya langsung muntah,neg
sadness,mungkin saja allah mencubitku dengan ujiannya mungkin saja allah sedang rindu rindu pada rintihanku rindu pada sujud panjangku rindu puji pujianku padanya atau bisa saja allah cemburu karena aku lebih sayang dan merindukanmu lelakiku,neg
happy,wah keren ya ada dimana yang mirip begitu [pos] pakai baju koko sarung lebih keren [pos] liaitukalia pakaianya diganti jadi,pos
fear,dan saat itu yang mengurus cuma aku jujur deg-degan [not] ut panik karena harus berhubungan sama biro keuangan yang galaknya naujubile cuma bisa ngandelin modal nekatbuat mengomong saja ke birokrasi sama dikit2 telfon beberapa senior yang aku anggap dia tau segalanya tentang hal ini waktu,neg
love,aku sayang banget sama dia dia juga sama sayang banget ke aku aku sama dia sudah dekat banget dan selalu main bareng belajar bareng dan sudah kan bisa jadi sahabat rasa pacar [not] sedih dong banyak cara untuk selalu bersama [not] harus memiliki [url],pos
sadness,kalo enggak bisa mengurus anak enggak usah punya anak sih ya allah kasihan banget gue enggak tega anak disiksa kayak begitu gue kalo sudah punya anak nanti bakalan gue sayang banget [pos] kenapasih harus melakukan kekerasan padahal anak kan titipan allah harus dijaga kalo salah ya dikasih tau baik baik,neg
sadness,kali ini ku merasa cinta memaksaku untuk bicara haruskah ku menerima jika kenyataannya berbeda atau ku biarkan saja semua yang terjadi tetap seperti ini mungkinkah ku yang akan memilikinya,neg
fear,aku akan jadi [not] ut bila hati aku deh mula sayang someone [not] ut ditinggalkan [not] ut berharap [not] ut berubah [not] ut hadapi realita bila something bad happen pendek kata [not] ut pada benda yang ke arah aku dan dia [not] bersama [neg],neg
sadness,[username] [username] [username] [username] [username] [username] [username] [username] begini lho mas amalan nu misal tahlilan ziara kubur yasinan di bilang bid ah sesat sama kawan kawan terus di jawab kadang sampai dilawan balik disk,neg
happy,disini tempat ternyaman melihat seberapa indah matahari terbenamtempat dimana butuh waktu sendiri,pos
happy,siapa sih yang [not] ngiler lihat duit umat yang melimpah dan mudah menumpuknya kecuali orang yang kuat imannya [neg] [url],pos
love,bidadari atau manusia idaman akan udon pakai kasih sayang pulangnya bawa pulang madu erikacang yang ku sayang semoga senyuman manismu semanis cintamu padaku,pos
fear,kok aku merinding sekaligus [not] ut ya di [not] ut kejebak sama imajinasi sendiri bahwa diam diam ternyata di hidupku ada kehadiran orang yang kamu jelaskan itu dan aku enggak sadar,neg
fear,di kostan gue sering muncul gue sama teman gue selalu matiin tapi muncul lagi dan akhirnya yang terakhir kita bakar sampai sekarang enggak pernah muncul lagi [not] ut banget sama ini sumpah,neg
love, [not] [not] ut negatif thinking enggak aka pernah kasih positif jadi tetap optimis saja kalau pun be [not] terjadi something yang kamu enggak harapin tetap ingat tuhan saja i love ya,pos
sadness,cewek itu paling enggak suka dikasarin dibohongin dicuekin dan didatangi pas ada butuhnya doang [pos],neg
fear,saya kira [not] saatnya beliau perlu learning experience dulu lah biar betul matang ya jadi bupati wali kota gubernur baru capres wapres apalagi usianya masih muda indonesia [not] boleh jadi coba2 [url],neg
fear,abang gue [not] ut tetiba ditelp sama pihak rs atau apa kali ya secara doctag gue cantumin nama no telp dia jadi kalo kenapa2 sama gue dia yang bakal di telp,neg
fear,dunia maya tadi lihat di ig ngeri euy videonya mana yang ngedamprat ceweknya badannya gede gempal yang diseruduk enggak bisa melawan,neg
sadness,tibalah kita di penghujung persimpangan di penghujung jalan cinta kita berdua terpaksa ku relakan [not] daya ku halangkan kerna ku tahu cintamu [not] lagi milikku,neg
love,happy annyversarry yang pertama kalinya trsrah orang mau bilang apa aku enggak pdli ini yang aku merasai slma 1blan aku cukup bahagia sama kamu smuanya baik saja [not] ada masalah yy sayang cemburu karena orang lain wajarkan dan semoga kita juga makin mngrti satu sama lain,pos
happy,teringat dulu smnggu se [not] kompre tiap malam menangis terus seminggu se [not] ukmmpd menangis cemas [not] ut enggak tau apa-apa minder sama kawan2skrng doa sudah terjawab terimakasih yesusku,pos
love,lu pasti kaget kan kenapa gua bisa sayang sama lu gua juga enggak tau wkwk padahal gua baru juga putus yekan tapi lu tau sendiri kita dekat sudah lama sudah sering tuker pikiran pendapat dan gua mau sekarang kita tuker perasaan,pos
happy,mak gregah lantas saya bangkit dari tempat duduk mematikan saluran wi di dan membayar kopi saya tinggalkan kajen beralih ke masjid sih mbah ronggo kusumo ngemplak kidul yang ada di belakang rumah saya ikut kawan nabuh beduk,pos
fear,menunggu penjelasan dari yang bersangkutan dulu ndul boleh di cc ndul daku [not] ut men cc nanti kena semprot orang yang mengaku paling dekil seantero tuiter,neg
love,[c48] setelah eps ini gue makin sayang ke semua trainee kayak gue ngeharep mereka semua bisa debut saja begitu enggak cuma lolos bcs now i feel like they all deserve that,pos
love,kamu memang dingin tapi kamu perhatian kamu keras denganmu aku diajarkan caranya jadi wanita yang [not] manja tetap tangguh ah sayang [pos],pos
sadness,gue benci hutang tapi jujur juga [not] bisa lulus dari jeratannya masih senang sama dunia tapi kalo bisnis sudah pakai uang yang kita saja [not] tau laku berapa tapi sudah mendahului allah bakal habis buat menutupi itu bisnis,neg
fear,hmm thailand boleh juga tuh kebetulan saya suka wisata kuliner sih tapi ngeri disana banyak yang enggak halal nanti malah enggak makan apa-apa,neg
fear,niat awal mau belanja online tapi begitu tau ekspedisi lagi overload dan itu pasti bakalan lama banget sampainya mending batal dari pada tiap hari gegana menunggu paketan,neg
fear,kalo kemaren2 sih aku memang enggak pernh ngeplay video karena ya itu [not] ut enggak bisa tidur yang terakhir btw semoga kita enggak salah pilih jawaban saja buat voting selanjutnya,neg
sadness,[username] lepas pukul lima di tepi pelataran senja kau beri kode lewat tatapan mata sempat aku mengira itu cinta ternyata justru lara setelah engkau berkata minggu depan aku nikah datang ya,neg
sadness,[username] reply1988 im not robot fight for my way its okay thats cinta goblin itu yang ingat kayaknya gua demen mewek terutama drama yang ditinggal meninggal begitu memang cengeng,neg
fear,nah ini dia aku dari awal melihat step juga sudah heran gelas saja kalo dicelup ke air panas sama air dingin bergantian bisa pecah bagaimana kulit wajah sudah ngeri duluan jadi aku enggak pernah mencoba ini,neg
sadness,[username] membayangkan dirimu bercengkerama dengan wanita wanita cantik barusan lumayan memantik api kecemburuannya lagi sampai [not] disadari ia mengerucutkan bibir dan mengerutkan kening maka dari itu ia [not] menolak usapanmu di pipinya dan melirikm,neg
happy,ustad [username] saya ingin bertanya apakah mereka ini ustad yang mengajari saya jadi curiga karena saya ulang2 video ini tapi tetap mengakak,pos
sadness,jika engkau menolak sebuah ketulusan [not] lah kau menolak karena jika engkau menolak mungkin dia hanya senyum saja atau diam menganggukkan kepala namun seseungguhnya dia [not] marah melainkan sedih jika engkau buatnya sedih niscaya akan sulit lagi datang ketulusan,neg
happy,ikut belajar dan berlatih dengan keseharian militer ternyata banyak hikmahnya terutama masalah kedisiplinan yaitu disiplin ibadah shalatnya tbm,pos
love,dia taruh jari telunjuknya di jidatku mangkanya beli susu tuh diminum vitaminnya [not] kelewat kan ribet kalo mau jalan ke tempat umum tapi kamunya baru jalan 5menit sudah kliyengan aku senyum senyum sayang heheu,pos
sadness,terkadang apa yang kau dapati dan miliki saat ini ada orang lain yang menginginkanya juga apapun itu karena enggak semua beban bisa di tanggung oleh seorang gantleman dialog dini hari,neg
sadness,fyi dan bapak yang tadi ku temuin di stasiun itu dalam kondisi semua badannya dingin mukanya pucat kayanya [not] makan dia bawa kantong plastik yang isinya cuma air minum ukurankecil [neg],neg
happy,[username] [username] begitu amat mukanya ahahaha kemarin kalo taehyung kan cuma oh kita menang lagi ini jimin anjir hahahaha tengil banget mukanya,pos
fear,segede begitu bisa makan anjing segede begitu mungkin juga bisa makan anak-anak kecil kita bisa bilang ularnya kasihan karena kita ada ditempat aman coba kalo kita disana ngeri juga,neg
sadness,kalo lagi laper jam segini di jakarta gampang mencari makan sedangkan disini ada makanan sisa buka saja sudah bersyukur dan iya gue laper sekarang,neg
love,di sini tempat tumpahnya kasih sayang seorang ibu dalam masakan percayalah tiada masakan yang paling sedap atas dunia nih kecuali masakan daripada air tangan seorang ibu siapa setuju,pos
sadness,[username] [username] [username] kok sedih ya baca ini apa kabar ibu-ibu yang cuman fokus urus anak dan ibadah duit ngepas jadi enggak ada budget bahkan buat beli bedak doang badan melar karena ngabisin makan anak-anak karena sayang uangnya kalo sampai dibuang enggak pantas dicintai suami,neg
happy,heads up warpaint nah ini bandnya sih mbak t tadi juga enggak kalah kece walopun lagu-lagunya lebih ngepop dan lebih mainstream dari yang sebelumnya tapi enggak bikin ke kecean mbak-mbak ini luntur gue suka banget [not] good whiteout sama the stall [url],pos
sadness,jatuh cinta dengan hati bisa bikin sakit hati jatuh cinta dengan jiwa bisa bikin sakit jiwa sudah apa-apa yang biasa saja [not] berlebihan enggak baik,neg
fear,[username] aku dikasih tau katanya kalbis nanti kayak praktikum nya kalo enggak salah sih di luar negeri tapi aku [not] ut salah kalo mau coba tanya yang lain,neg
fear,entah kenapa jadi seram naik krl malam malam akibat cerita nyokap kalo adik iparnya itu pernah naik krl hantu kereta hantu begitu dari st lenteng agung ke st tebet ya tapi itu tahun se [not] krl ber ac kayanya,neg
happy,menyembuhkan sakit [not] mesti pakai obat ya kayak begini lagi flu bersin demam order es krim tengah malam kalo anak kampus bilang ini sih bm terpenuhi,pos
happy,para raja dan sultan yang tergabung dalam forum silaturrahmi kraton nusantara merasa bangga dan terharu mendapat undangan dari presiden [username] ke istana menurut mereka presiden benar-benar memperhatikan budaya nusantara [url],pos
happy, [not] tahu sangat deh wkwk haha daripada [not] ada yang mapin aph coba ini orang wkwkwk,pos
fear,baca cerita [username] ini memang kacau niat baca biar tidur malah jadi parno enggak bisa tidur,neg
fear,weh kamu memang saya penjahat apa harus di hati2in eh hana saya meminta nomer kamu boleh kagak,neg
fear,tapi [not] far enggak ada yang aneh sih kak malah banyak yang support justru lebih ngeri netizen di ig kayanya wkwk [not] dikunci sayang kak,neg
love,saya menyayanginya dengan amat hati hati karena saya mau dia itu utuh dan enggak mau melihatnya terluka semoga kau merasakan apa yang saya rasa kau orang yang paling aku sayang setelah ibu,pos
love,cuma karena dia gambarkan karakter anime yang dia bilang sifatnya mirip gua dan melihati matahari sore berdua di belakang sekolah gua bisa sekelepek kelepek itu dulu,pos
happy,yanga namanya pertemanan pasti ada suka dukanya dan disinilah kita belajar dan berproses bersama grumpytard minoruliciouces,pos
happy,harusnya tuh orang malah berlomba2 enggak sih jadi ambisius dhdkdjdj gue selalu kagum sama orang-orang yang punya keinginan keras untuk mencapai tujuan dia karena artinya dia yakin sama tujuannya dan dia enggak main-main sama mimpinya itu si mesmerizing,pos
love,sebenarnya gue sayang di setiap kali berpapasan,pos
love,lihat begini doang masa aku deg-degan terus tibatiba bahagia begitu apagga ini yang dinamakan cinta [pos] cara i stole this from someone [neg],pos
sadness,sudah 26hari i menangis terus tiap hari mata tambah sipit saja sudah mau sebulan kematian jonghyun hati ini rasanya hampa banget i miss lu [not] much tt tt tt [url],neg
sadness,[username] hal biasa ignore block sebuah bentuk pembiaran terhadap kasus pelecehan seksual merasa langkah terbaik hanya diam seakan dengan diam pelaku enggak akan berbuat kayak begitu ke orang lain such logic,neg
happy,selamat ultah untuk bos saya [username] wartawan hebat yang sangat membanggakan dan saya kagumi wish you all the best pak ketua,pos
fear,aku dulu nemu ig nya dia pas dia lagi lihat camera begitu seram deh itu enggak tau pakai softlens atau bagaimana tapi matanya tuh jadi gede banget,neg
sadness,buka puasa makan mujigae porsi berat alias segambreng balik dari mujigae makan ayam geprek nasi barusan saja makan mie rebus woiii semenjak puasa porsi makanqu tidaq terkontrol dengan baiq,neg
love,pacar yang baik adalah pacar yang menasihati kamu enggak pernah ngeben [not] tapi dengan lemah lembut kasih sayang sambil tersenyum menatap mata kamu,pos
sadness,min [username] [username] mau bertanya dong di jl a wahab syarani batu ampar balikpapan utara kok mati listrik ya padahal di jadwal pemeliharaan masih be [not] lho,neg
fear,nah itu yang saya enggak mengerti tapi saya bayangkan mungkin sulit juga melototi apbd dari gub lama oleh gub baru secara rinci untung saya [not] gubernurnya baik lama maupun yang baru [url],neg
sadness,diluar sana nona nona lagi sibuk menyeleksi calon pendamping hidupnya dan lo masih berharap sama yang enggak pasti goblo kok sampai ke dna sih yagimanayak,neg
fear,lihat vlive kemaren2 di memegang hp jae terus hari ini jae memegang hp di seram enggak kalo screennya locked terus mereka bisa buka lock hp satu sama lain pakai fingerprint seram lah,neg
love,kalo kamuuuuuu kamu itu specialll cintanya juga enggak kalah kok sama yang lain karena sebenarnya bagi aku kalian itu satu jadi cinta satu cinta semua [url],pos
love,setiap hubungan pastilah mempunyiai tujuan dalam hubungan cinta sepasang kekasih pastilah satu tujuan ke masa depan yaitu menikah keseriusan cinta terbukti ketika sampai ke pelaminan,pos
love,too much camera too look hahaha btw sayang tahun yang sangat mencabar n semoga kita sentiasa dirahmati allah swt selalu love lu,pos
happy,kak [username] lagi belajar buat ujian apa sudah istirahat enggak niat muncul bilang terima kasih sketsa hari ini lucu begitu atau apalah [not] pelit2 muncul kak haha kalau lagi belajar semangat ya siapin cemilan [not] begadang dek [pos],pos
fear,[username] oh begitu [not] ut ada masalah soalnya [not] ut didenda yang dikarenakan rasa ke [not] tauan hahahaha satu lagi untuk pph cabang tetap dilapor dengan npwp cabang ya kan hanya ppn yang dipusatkan benar kan ya pph nya tetap lapor dengan npwp cab,neg
sadness,tau saja urang paling lemah kalo berhadapan sama sih nadia sayang banget akutu enggak bisa nolak maunya bocah satu itu nad im gonna miss you [not] badly,neg
fear,[username] aku benaran menangis tadi pas pulang flo untung enggak sefakultas jadi tempat keluarnya beda terus aku pakai kacamata biar dia gakenal begitu [neg] benaran [not] ut,neg
love,gua berasa stalker habis mencari tau kenapa dia bisa se pendiem itu mencari tau mantannya mencari tau latar belakangnya mengikuti dia sampai rumahnya kenalan sama nyokapnya membikin bekel belikan oreo belikan susu i serach and give all he cintad memang gua seagresif itu dulu,pos
sadness,penerimaan siswa sek neg favorit dengan sistim zona banyak menuai kontra khususnya bang siswa yang pandai orang tuanya [not] mampu perband yang mampu amp,neg
happy,dikampung mana mengerti go pay teh sudahlah beli amplop lebaran lucu lucu isiin duit baru sudah paling benar,pos
fear,lagian yaallah ini kuliah ditempat biasa saja bayaran pernah nunggak terus sampai jual mobil enggak tau deh buat apa mana rumahnya pindah2 jdkan gue [not] ut,neg
happy,[username] iyeee bik di sini joke receh pun enggak masalah malahan bikin stres hilang coba di instagram aduh maha benar netijen dengan segala komentarnya,pos
love,wanna one kami tetap disini di tempat ini cinta dan dukungan kami [not] akan pernah terhenti dipenghujung tahun kami akan terus tetap selalu mencintai dan mendukung kalian,pos
fear,[username] amin punten apa ada issu miring terkait rencana pertemuan buka bareng dengan kuwu kuwu serta rt rw di kecamatan ciwaringin sore nanti bertempat dirumah bos buah depan rs sumberwaras,neg
love,[username] cinta anugerah maha esa kita corak kita gubah kita dirikan seperti impian yang kita kejari semoga bersama hingga ke akhir nanti terima kasih cinta kita kan bersama terima kasih cinta buat selamanya,pos
sadness,sudah beberapa kali mencoba yang ada hanya melukai seseorang yang [not] terlibat daripada terus mengulang lebih baik mungkin move on sendiri dulu [not] melibatkan orang lain karena hanya akan menambah luka baru bagi orang itu,neg
fear,[username] hihi itu kok nyeremin banget ya juur sih aku enggak percaya begitu begituan tapi jujur juga kalo sendiri gue ngrasa [not] ut,neg
love,[username] aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku cinta kamu aku,pos
happy,via menulis dude dude kan [not] pemain bola twitter receh ig receh kelen semua memang kembalian mini market recehhhhh,pos
fear,be [not] sudah mulai kerja yaampun dag dig dug [not] ut susah bangun sudah mulai kerja jam pagi sampai bikin alarm kayak begini [not] ut enggak bisa bangun pffft [url],neg
love,[username] gue juga begitu ke semua orang apalagi orangtua makin hari makin tua dan gue enggak tau mereka sadar apa enggak kalo gua sayang sama mereka anjir payah banget gaktuh gue tapi beda kalo ke kakak atau pacar kalo lagi punya ekspresiinnya lebih gampang,pos
sadness, [not] sengaja menghilang jika hanya sekedar ingin dicari satu hal yang perlu kamu ketahui bahwa yang hilang [not] selalu dicari tapi juga bisa diganti,neg
happy,[username] mulai ada benihbenih cinta pas mereka mengomong pakai bahasa indonesia mulai dari itu jadi suka dan menunggu mereka coba jadi ahgase pas never ever dan merasa telat banget sih enggak ngestan bobrok7 ini wkwkwk menonton variety shownya makin tau bobroknya ya mak,pos
fear,[username] saya mau tanya apa benar un tahun untuk jenjang sama sederajat akan di adakan ulang banyak berita di luar sana bahwa akan ada remidial un pada bulan juli mendatang mohon kejelasan nya terima kasih [username],neg
fear,eh pas seminggu menunggu pak tiki enggak sampe2 dong [neg] aku [not] ut salah menulis alamat salah menulis nomer rt rw bisa nyasar di rumah orang [neg] sampai curiga ke tetangga sebelah katanya doi dikirimin hp tapi enggak tau dari siapa aku parno itu hp hadiah aku,neg
happy,muda2han puasa kali ini membawa perubahan bagi kita semua,pos
sadness,kok tiba-tiba malam ini mrasa kangen ya aku ingin berjalan sambil memegang tangannya aku ingin memeluknya dan mengatakan bahwa aku kangen aku ingin menangis di pundaknya dan mengatakan [not] tinggalkan aku god please tell him,neg
love,oh aqilah cinta hatiku oh i sayang i lovw you terbaik lah,pos
happy,hahaha memang benar sih kamu maksiat terus [neg],pos
love,jika kita berserah pada tuhan maka segala kekuatiran dan ketakutan kita akan diangkatnya hidup menjadi lebih nyaman dan tenteram sebab penyertaan allah selalu baru bagi kita yang percaya dan mengasihinya,pos
happy,[username] [username] alhamdulillah saya coba dengan password yang daftar seminggu lalu sudah bisa dan tanggal dapat antriannya terimakasih,pos
love,[1] selamat datang di tanggal yang pertama enggak kerasa sudah ketemu lagi tangga oppa masih berasa baru saja menembak yerim kemarin banyak yang kita laluin yangvm akhirnya membuat kita semakin dekat dan tertunya bertambah sayang,pos
fear,banyak kendala ini itu harus masuk semester baru lagi keluar uang lagi [not] nya nethink tapi gue yakin kalo nantinya gue skripsi terus ada banyak hambatan gue bakal dapat pertanyaan2 kayak begitu yang bikin ngedown [not] ut banget gue bakal melakukan hal yang sekarang enggak pengin terjadi,neg
love,aku tau berdoa itu bisa kapanpun dimanapun tapi dasarnya aku kangen terus jadi aku mau usahain tiap minggu ketemu papalove you [not] much daddy sayang papaa bersyukur pas papa masih hidup papa sama aku selalu sayang2an mengomong sayang cinta ya kita [not] lewat medsos doang [url],pos
love,mengira elus dada kak elus perut [neg] adik [not] butuh balon kak adik cuma butuh cinta kasih sayang kakak saja,pos
sadness,beliau bilang jadwal uas terakhir keluar tanggal mei cukup lama untuk kami berdua memiliki waktu protes tapi ya namanya mahasiswa tua [not] kan lihat jadwal uas kekampus saja boro-boro tiap hari [pos] kami diam sebelumnya sudah saya singgung mengenai jadwal ujian final pada beliau,neg
happy,beliau menimbang2 beberapa hal sempat membuka traveloka cek harga tiket mahal banget kan paakkk lalu pada akhirnya beliau tanya be [not] ada uas jam berapa beliau memberi harapan [pos],pos
fear,ah jadi emo anjir enggak berasa sudah mau jadi mahasiswa saja masih agak cemas dan [not] ut bayangkan ke depannya kayak bagaimana lingkungan yang benar-benar baru dan orang-orang dari berbagai daerah semoga gue bisa ngejalaninnya,neg
love,ibuqu demen banget teriak becanda begitu ngelawaq mulu demen india kalo sudah melihat berantakan dikit sudah deh ngomul wkwk tapi aku sayang banget dong kalo nyuruh teh meni enggak satu2 kalo sudah marah seram tapi gampang baeknya lagi semoga sehat sehat selalu,pos
sadness,sudah berapa kali ku katakan padamu aku [not] paksa suruh melupakanmu aku sudah nyerah aku sudah pasrah aku [not] kan mampu untuk melupakan sayang,neg
love,kamu tau aku sayang sama kamu dan rasa sayang aku ke kamu makin besar mungkin rasa sayang yang besar itu nantinya akan menyakiti satu sama lain tapi untuk saat ini aku benar benar sayang sama kamu sungguh [username] hehehehe,pos
happy,[username] yang pasti ramadhan adalah bulannya milad al quran karena kita [not] tahu pasti kapan tanggal mulai diturunkannya wahyu dari allah swt memlalui malaikat nya kepada nabi muhammad saw,pos
happy,yakin bahwa semua yang kita amalkan kita berikan sama orang lain sedekah akan ada gantinya bismillah ikhlas semua yang disimpan terlalu lama [not] baik bagi sedikit hartamu untuk orang yang membutuhkan karena hidup [not] melulu tentang harta,pos
love,gua sayang lu dan gua sadar itu gua mau kita saling jadi obat buat satu sama lain gua mau bahagiain lu begitu juga sama lu yang mau bahagiain gua rel terima kasih sudah mau mengasih gua kesempatan,pos
love, [not] kayak begitu lagi oke sesusah apapun pokoknya harus bisa tahan diri buat enggak menyakiti diri sendiri gimanapun caranya coba lampiasin ke gambar atau menulis pokoknya usahain [not] menyakiti diri sendiri banyak yang sayang sama lo enggak mau lo kena,pos
happy,baru tahu kalau setiap edisi [username] itu enggak cuman di upload full ke youtube tapi juga ada versi pecahannya yang sudah di cut per film lumayan nih buat menghemat waktu dan kuota juga karena durasinya paling lama hanya menit [pos],pos
